fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_comerj,results_rhodesj,results_absentee_comerj,results_absentee_rhodesj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,results_write_ins,results_absentee_write_ins,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
21149,McLean,4708,0,7,8,Merged into voters' home precincts AFTER election night,85,5525,85%,85% reported,edison,4,unknown,374,3593,1115,0,0,2020-11-14T16:39:36Z,52.63381,R+53,Comer +53,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21169,Metcalfe,4914,767,11,12,Other,88,5589,88%,88% reported,edison,4,some,362,4034,872,458,309,2020-11-14T16:39:38Z,64.34676,R+64,Comer +64,republican,8,0,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21171,Monroe,5283,0,10,12,Merged into voters' home precincts and released with cumulative results,87,6039,87%,87% reported,edison,2,unknown,517,4870,413,0,0,2020-11-14T16:39:39Z,84.36494,R+84,Comer +84,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21177,Muhlenberg,13848,0,22,25,Released as a separate subtotal as first report of the night,88,15795,88%,88% reported,edison,2,unknown,1022,9803,4045,0,0,2020-11-14T16:39:39Z,41.58001,R+42,Comer +42,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21183,Ohio,10890,0,16,19,None,100,10884,>98%,>98% reported,edison,6,unknown,790,8544,2346,0,0,2020-11-14T16:39:39Z,56.9146,R+57,Comer +57,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21207,Russell,8775,0,14,16,Released as a separate subtotal as first report of the night,89,9891,89%,89% reported,edison,2,unknown,904,7641,1134,0,0,2020-11-14T16:39:40Z,74.15385,R+74,Comer +74,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21213,Simpson,8621,0,12,13,Released as a precinct as first report of the night,95,9110,95%,95% reported,edison,4,some,538,6055,2566,0,0,2020-11-14T16:39:40Z,40.47094,R+40,Comer +40,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21217,Taylor,12267,0,18,20,Released as a precinct as first report of the night,90,13678,90%,90% reported,edison,4,some,1142,9622,2645,0,0,2020-11-14T16:39:45Z,56.87617,R+57,Comer +57,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21219,Todd,5179,0,12,13,Released as a separate subtotal as first report of the night,90,5777,90%,90% reported,edison,2,unknown,282,3967,1212,0,0,2020-11-14T16:39:41Z,53.1956,R+53,Comer +53,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21221,Trigg,7285,6177,13,15,Merged into voters' home precincts and released with cumulative results,89,8165,89%,89% reported,edison,4,some,707,5537,1748,4621,1556,2020-11-14T16:39:42Z,52.01098,R+52,Comer +52,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21225,Union,6413,0,14,16,Merged into voters' home precincts and released with cumulative results,85,7515,85%,85% reported,edison,2,unknown,426,4837,1576,0,0,2020-11-14T16:39:43Z,50.84984,R+51,Comer +51,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21229,Washington,250,0,1,1,None,91,276,91%,91% reported,edison,4,all,418,199,51,0,0,2020-11-14T16:39:45Z,59.2,R+59,Comer +59,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21233,Webster,5865,0,12,14,Released as a precinct as first report of the night,83,7024,83%,83% reported,edison,2,unknown,325,4445,1420,0,0,2020-11-14T16:39:43Z,51.57715,R+52,Comer +52,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
