fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_hawkinsh,results_blankenshipd,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_blankenshipd,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
37159,Rowan,73408,57248,41,41,Released as a separate subtotal as first report of the night,100,73408,>98%,>98% reported,edison,10,unknown,,57107,,,49297,23114,577,154,99,167,37589,19136,350,108,65,0,2020-11-18T03:59:52Z,35.66777,R+36,Trump +36,republican,35.66777,64369,36.4,62312,25.88,north-carolina,2020-11-21T00:43:00.246561Z
37161,Rutherford,34429,25769,17,17,Released as a separate subtotal as first report of the night,100,34429,>98%,>98% reported,edison,10,unknown,,27253,,,24891,9135,218,60,53,72,17964,7594,125,43,43,0,2020-11-18T04:00:20Z,45.76375,R+46,Trump +46,republican,45.76375,30307,47.4,28702,33.38,north-carolina,2020-11-21T00:43:00.246561Z
37163,Sampson,28618,23215,23,23,None,100,28618,>98%,>98% reported,edison,10,some,,23014,,,17411,10966,143,23,29,46,13816,9268,89,18,24,0,2020-11-18T04:00:44Z,22.52079,R+23,Trump +23,republican,22.52079,25928,16.5,26174,10.91,north-carolina,2020-11-21T00:43:00.246561Z
37165,Scotland,14775,12011,7,7,"As a precinct in the FIRST cumulative report, along with regular precincts",100,14775,>98%,>98% reported,edison,10,unknown,,14203,,,7473,7186,54,31,14,17,5894,6046,37,24,10,0,2020-11-18T04:01:06Z,1.94247,R+1.9,Trump +1.9,republican,1.94247,13928,-7.6,14156,-16.84,north-carolina,2020-11-21T00:43:00.246561Z
37167,Stanly,33939,27083,22,22,Released as a separate subtotal as first report of the night,100,33939,>98%,>98% reported,edison,10,unknown,,26976,,,25458,8129,225,32,48,47,20189,6692,153,18,31,0,2020-11-18T04:01:34Z,51.05925,R+51,Trump +51,republican,51.05925,29917,49.7,28717,39.95,north-carolina,2020-11-21T00:43:00.246561Z
37169,Stokes,25702,18180,18,18,Released as a precinct as first report of the night,100,25702,>98%,>98% reported,edison,10,unknown,,16251,,,20143,5286,180,30,29,34,13794,4231,114,19,22,0,2020-11-18T04:01:57Z,57.80484,R+58,Trump +58,republican,57.80484,22550,55.2,21619,42.64,north-carolina,2020-11-21T00:43:00.246561Z
37171,Surry,36638,29628,24,24,Released as a precinct as first report of the night,100,36638,>98%,>98% reported,edison,10,unknown,,29027,,,27538,8721,235,45,42,57,21921,7490,151,36,30,0,2020-11-18T04:02:21Z,51.35924,R+51,Trump +51,republican,51.35924,32196,50.3,29470,36.68,north-carolina,2020-11-21T00:43:00.246561Z
37173,Swain,7068,5381,5,5,Released as a separate subtotal as first report of the night,100,7068,>98%,>98% reported,edison,10,unknown,,5091,,,4161,2780,72,19,19,17,3003,2308,47,11,12,0,2020-11-18T04:02:47Z,19.53877,R+20,Trump +20,republican,19.53877,6124,22.4,5728,6.25,north-carolina,2020-11-21T00:43:00.246561Z
37175,Transylvania,20404,16808,15,15,Released as a separate subtotal as first report of the night,100,20404,>98%,>98% reported,edison,10,unknown,,17426,,,11636,8444,180,50,34,60,8884,7734,126,37,27,0,2020-11-18T04:03:15Z,15.64399,R+16,Trump +16,republican,15.64399,17869,22.2,16763,16.75,north-carolina,2020-11-21T00:43:00.246561Z
37177,Tyrrell,1817,1244,6,6,Released as a precinct as first report of the night,100,1817,>98%,>98% reported,edison,10,all,,1482,,,1044,758,8,2,2,3,722,516,4,1,1,0,2020-11-18T04:03:35Z,15.74023,R+16,Trump +16,republican,15.74023,1739,14.7,1783,5.22,north-carolina,2020-11-21T00:43:00.246561Z
37179,Union,131011,109279,52,52,None,100,131011,>98%,>98% reported,edison,10,none,,96600,,,80382,48725,1136,238,171,359,65230,42967,791,164,127,0,2020-11-18T04:03:59Z,24.16362,R+24,Trump +24,republican,24.16362,105710,30.6,94728,30.23,north-carolina,2020-11-21T00:43:00.246561Z
37181,Vance,20999,17572,12,12,Released as a precinct as first report of the night,100,20999,>98%,>98% reported,edison,10,unknown,,22971,,,8391,12431,94,24,34,25,6865,10593,71,20,23,0,2020-11-18T04:04:26Z,19.23901,D+19,Biden +19,democrat,-19.23901,19977,-24.5,20854,-28.26,north-carolina,2020-11-21T00:43:00.246561Z
37183,Wake,631830,540112,206,206,Released as a precinct as first report of the night,100,631830,>98%,>98% reported,edison,10,all,,457848,,,226197,393336,7514,1612,884,2287,177974,353293,5336,1186,657,1666,2020-11-18T04:04:56Z,26.45316,D+26,Biden +26,democrat,-26.45316,527624,-20.2,486427,-11.44,north-carolina,2020-11-21T00:43:00.246561Z
37185,Warren,10293,8287,14,14,Released as a separate subtotal as first report of the night,100,10293,>98%,>98% reported,edison,10,all,,10661,,,3752,6400,63,29,32,17,2700,5493,43,25,26,0,2020-11-18T04:05:16Z,25.72622,D+26,Biden +26,democrat,-25.72622,9842,-32.5,10162,-37.77,north-carolina,2020-11-21T00:43:00.246561Z
37187,Washington,6205,4948,6,6,Released as a separate subtotal as first report of the night,100,6205,>98%,>98% reported,edison,10,unknown,,6341,,,2781,3396,17,2,7,2,2098,2837,8,1,4,0,2020-11-18T04:05:36Z,9.91136,D+10,Biden +10,democrat,-9.91136,6165,-15.3,6499,-18.63,north-carolina,2020-11-21T00:43:00.246561Z
37189,Watauga,32220,27695,20,20,Released as a precinct as first report of the night,100,32220,>98%,>98% reported,edison,10,all,,26600,,,14451,17122,386,103,43,115,11600,15719,267,77,32,0,2020-11-18T04:06:04Z,8.28988,D+8,Biden +8,democrat,-8.28988,29985,-1.5,27674,3.1,north-carolina,2020-11-21T00:43:00.246561Z
37191,Wayne,55537,46452,28,28,Released as a precinct as first report of the night,100,55537,>98%,>98% reported,edison,10,unknown,,59616,,,30709,24215,378,92,71,72,25121,20958,246,75,52,0,2020-11-18T04:06:30Z,11.69311,R+12,Trump +12,republican,11.69311,50689,11.4,51352,8.43,north-carolina,2020-11-21T00:43:00.246561Z
37193,Wilkes,35464,24251,27,27,"As a precinct in the FIRST cumulative report, along with regular precincts",100,35464,>98%,>98% reported,edison,10,unknown,,22650,,,27591,7510,214,40,57,52,18031,6034,124,27,35,0,2020-11-18T04:06:56Z,56.62362,R+57,Trump +57,republican,56.62362,31296,54.7,29145,42.43,north-carolina,2020-11-21T00:43:00.246561Z
37195,Wilson,40735,32183,24,24,Released as a precinct as first report of the night,100,40735,>98%,>98% reported,edison,10,unknown,,40813,,,19581,20754,245,56,41,58,14814,17147,147,43,32,0,2020-11-18T04:07:19Z,2.87959,D+3,Biden +3,democrat,-2.87959,38135,-5.6,39109,-7.47,north-carolina,2020-11-21T00:43:00.246561Z
37197,Yadkin,19923,13481,12,12,"As a precinct in the FIRST cumulative report, along with regular precincts",100,19923,>98%,>98% reported,edison,10,unknown,,9283,,,15933,3763,131,28,33,35,10451,2922,74,13,21,0,2020-11-18T04:07:42Z,61.08518,R+61,Trump +61,republican,61.08518,17624,60.8,16813,51.28,north-carolina,2020-11-21T00:43:00.246561Z
37199,Yancey,11352,9106,11,11,Released as a separate subtotal as first report of the night,100,11352,>98%,>98% reported,edison,10,all,,8693,,,7516,3688,82,27,18,21,5756,3268,50,18,14,0,2020-11-18T04:08:09Z,33.72093,R+34,Trump +34,republican,33.72093,9960,32,9451,13.72,north-carolina,2020-11-21T00:43:00.246561Z
