fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_smitha,results_elworthm,results_hobbsd,results_absentee_smitha,results_absentee_elworthm,results_absentee_hobbsd,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
31063,Frontier,1415,0,5,5,Merged into voters' home precincts and released with cumulative results,96,1473,96%,96% reported,edison,2,unknown,342,1248,142,25,0,0,0,2020-11-11T03:25:46Z,78.16254,R+78,Smith +78,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31065,Furnas,2573,0,8,8,None,99,2600,>98%,>98% reported,edison,2,unknown,478,2199,293,81,0,0,0,2020-11-11T03:25:13Z,74.07695,R+74,Smith +74,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31067,Gage,10746,0,11,11,None,97,11100,97%,97% reported,edison,4,all,6456,7737,2529,480,0,0,0,2020-11-11T03:25:31Z,48.46454,R+48,Smith +48,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31069,Garden,1162,0,1,1,Merged into voters' home precincts and released with cumulative results,98,1191,98%,98% reported,edison,2,unknown,403,982,136,44,0,0,0,2020-11-11T03:25:05Z,72.80551,R+73,Smith +73,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31071,Garfield,1037,0,3,3,"As a precinct in the FIRST cumulative report, along with regular precincts",95,1086,95%,95% reported,edison,2,unknown,302,924,89,24,0,0,0,2020-11-11T03:25:05Z,80.52073,R+81,Smith +81,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31073,Gosper,1108,0,4,4,Merged into voters' home precincts and released with cumulative results,99,1124,>98%,>98% reported,edison,2,unknown,282,963,124,21,0,0,0,2020-11-11T03:25:06Z,75.72202,R+76,Smith +76,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31075,Grant,384,0,1,1,Merged into voters' home precincts AFTER election night,87,441,87%,87% reported,edison,2,unknown,133,360,14,10,0,0,0,2020-11-11T03:25:06Z,90.10417,R+90,Smith +90,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31077,Greeley,1202,0,5,5,Released as a precinct at the end of tabulation,92,1306,92%,92% reported,edison,2,unknown,282,997,176,29,0,0,0,2020-11-11T03:25:08Z,68.30283,R+68,Smith +68,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31079,Hall,23729,0,26,27,Released as a precinct at the end of tabulation,97,24390,97%,97% reported,edison,2,unknown,9026,16729,5985,1015,0,0,0,2020-11-11T03:25:08Z,45.27793,R+45,Smith +45,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31081,Hamilton,5377,0,12,12,Released as a precinct as first report of the night,97,5519,97%,97% reported,edison,2,unknown,5243,4337,800,240,0,0,0,2020-11-11T03:25:01Z,65.78017,R+66,Smith +66,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31083,Harlan,1893,0,8,9,Released separately AFTER election night,93,2037,93%,93% reported,edison,2,unknown,466,1642,217,34,0,0,0,2020-11-11T03:25:02Z,75.27734,R+75,Smith +75,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31085,Hayes,525,0,4,4,Released separately AFTER election night,92,572,92%,92% reported,edison,2,unknown,277,493,21,11,0,0,0,2020-11-11T03:25:03Z,89.90476,R+90,Smith +90,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31087,Hitchcock,1444,0,4,5,Released as a precinct as first report of the night,88,1636,88%,88% reported,edison,2,unknown,448,1250,141,53,0,0,0,2020-11-11T03:25:04Z,76.80055,R+77,Smith +77,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31089,Holt,5397,0,13,14,Released as a precinct as first report of the night,95,5683,95%,95% reported,edison,2,unknown,1792,4702,503,192,0,0,0,2020-11-11T03:25:05Z,77.80248,R+78,Smith +78,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31091,Hooker,430,0,1,1,Merged into voters' home precincts and released with cumulative results,93,464,93%,93% reported,edison,2,unknown,109,373,43,14,0,0,0,2020-11-11T03:25:05Z,76.74419,R+77,Smith +77,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31093,Howard,3418,0,9,9,Released as a separate subtotal as first report of the night,100,3313,>98%,>98% reported,edison,2,unknown,934,2764,500,154,0,0,0,2020-11-11T03:25:06Z,66.23757,R+66,Smith +66,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31095,Jefferson,3669,0,10,11,None,95,3862,95%,95% reported,edison,2,unknown,1011,2811,702,156,0,0,0,2020-11-11T03:25:06Z,57.4816,R+57,Smith +57,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31097,Johnson,2143,0,6,6,Released as a precinct as first report of the night,93,2309,93%,93% reported,edison,2,unknown,685,1623,446,74,0,0,0,2020-11-11T03:25:32Z,54.92301,R+55,Smith +55,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31099,Kearney,3544,0,12,12,Released as a precinct as first report of the night,97,3646,97%,97% reported,edison,2,unknown,765,2927,481,136,0,0,0,2020-11-11T03:25:07Z,69.01806,R+69,Smith +69,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31101,Keith,4295,0,12,12,Merged into voters' home precincts and released with cumulative results,96,4474,96%,96% reported,edison,2,unknown,1515,3557,598,140,0,0,0,2020-11-11T03:25:08Z,68.89406,R+69,Smith +69,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31103,Keya Paha,510,0,3,3,Released as a precinct as first report of the night,88,579,88%,88% reported,edison,2,unknown,301,464,34,12,0,0,0,2020-11-11T03:25:09Z,84.31373,R+84,Smith +84,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31105,Kimball,1832,0,6,6,"As a precinct in the FIRST cumulative report, along with regular precincts",99,1855,>98%,>98% reported,edison,2,unknown,544,1550,207,75,0,0,0,2020-11-11T03:25:10Z,73.30786,R+73,Smith +73,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31107,Knox,4504,0,8,8,Released as a separate subtotal as first report of the night,99,4563,>98%,>98% reported,edison,2,unknown,1126,3660,698,146,0,0,0,2020-11-11T03:25:11Z,65.76377,R+66,Smith +66,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31111,Lincoln,16891,7974,24,25,Released as a precinct as first report of the night,95,17802,95%,95% reported,edison,2,all,6886,13231,3009,651,5638,2076,260,2020-11-11T03:25:13Z,60.51744,R+61,Smith +61,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31113,Logan,438,0,2,2,Released as a precinct at the end of tabulation,87,505,87%,87% reported,edison,2,unknown,219,395,30,13,0,0,0,2020-11-11T03:25:13Z,83.33333,R+83,Smith +83,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31115,Loup,440,0,2,2,Released as a precinct at the end of tabulation,100,428,>98%,>98% reported,edison,2,unknown,130,383,45,12,0,0,0,2020-11-11T03:25:14Z,76.81818,R+77,Smith +77,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
